fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2011,FY 2011 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1650676000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",329000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",721694000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,Unallocated Earmarks,Humanitarian Assistance,"Protection, Assistance and Solutions",392325000
2015,FY 2015 Request,Request,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",465000000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,10477000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Economic Opportunity,4702000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Private Sector Competitiveness,108900000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Trade and Investment,5643000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Environment,Environment,45305000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Health,Maternal and Child Health,125730000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Humanitarian Assistance,Disaster Readiness,990000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Humanitarian Assistance,"Protection, Assistance and Solutions",805000
2006,FY 2006 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Peace and Security,Counterterrorism,1336000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,10477000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Economic Opportunity,4703000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Private Sector Competitiveness,108900000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Economic Development,Trade and Investment,5643000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Environment,Environment,45304000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Health,Maternal and Child Health,125730000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Humanitarian Assistance,Disaster Readiness,990000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Humanitarian Assistance,"Protection, Assistance and Solutions",805000
2007,FY 2007 Actual Base,Base,N/A,USAID and Department of State,International Organizations (IO),Peace and Security,Counterterrorism,1336000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counterterrorism,942000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Trade and Investment,298000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - IMO International Maritime Organization,Peace and Security,Counterterrorism,397000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - International Conservation Programs,Environment,Environment,6447000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - International Panel on Climate Change / UN Framework Convention on Climate Change,Environment,Environment,5455000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - Montreal Protocol Multilateral Fund,Environment,Environment,18846000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - OAS Development Assistance,Economic Development,Trade and Investment,5455000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - OAS Fund for Strengthening Democracy,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3472000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - OSCE Organization for Security and Cooperation in Europe,Peace and Security,Conflict Mitigation and Reconciliation,4464000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UN OCHA UN Office for the Coordination of Humanitarian Affairs,Humanitarian Assistance,"Protection, Assistance and Solutions",2976000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1413000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UN Women (formerly UNIFEM),Economic Development,Economic Opportunity,3571000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,1785000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Private Sector Competitiveness,97365000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Environment,Environment,10415000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,"International Organizations (DOS) - UNESCO/ICSECA International Contributions for Scientific, Educational, and Cultural Activities",Humanitarian Assistance,Disaster Readiness,992000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Environment,992000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,Health,Maternal and Child Health,6944000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,127955000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6943000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Environment,1885000
2008,FY 2008 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,942000
2010,FY 2010 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counterterrorism,950000
2010,FY 2010 Actual Base,Base,N/A,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Private Sector Competitiveness,600000
