description,familyMember,conflictingEntity,category,notes,dateChanged
"Jared Kushner received income from 28 different sources reported collectively as Trust #2 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #2: Puck Building, Lp (Commercial Real Estate In New York, NY); Landings Apartments, LLC (Commercial Real Estate In Chicago, Il); Oakwood Garden Associates, LLC (Commercial Real Estate In Chicago, Il); Wallkill Apartments Associates, Lp (Commercial Real Estate In Chicago, Il); Village Kf 4-9-10 Associates, LLC (Residential Real Estate In New York, NY); K Gaia Village 1 Associates, LLC (Residential Real Estate In New York, NY); K Gaia Village 2 Associates, LLC (Residential Real Estate In New York, NY); Kushner Philadelphia Member, LLC (Residential Real Estate In Philadelphia, Pa); Pinecrest Lake Building Associates, Lp (Undeveloped Real Estate In Tobyhanna Township, Pa); Elmwood V. Associates, Lp (Commercial Real Estate In Chicago, Il); Puck Residential Associates, LLC (Residential Real Estate In New York, NY And Leonia, NJ); 715 Park Avenue Associates, Lp (Residential Real Estate In New York, NY); Sixty One Associates, LLC (Commercial Real Estate In New York, NY); Westmin Mad Associates, L.L.C. (Commercial Real Estate In New York, NY); West End Building Associates, LLC (Residential Real Estate In New York, NY); Westminster Linden, LLC (Residential Real Estate In Brooklyn, NY); U.S. Money Market Account #1 (Cash); Columbia Windows, LLC (Investment In Dhd Windows And Doors; New York, NY); Djnj Frito, LLC (Insurance Brokerage License; Florham Park, NJ); Kf- C-Iii Recovery Fund Ii, LLC (Financial Investments In C-Iii Recovery Fund Ii, Lp; Irving, Tx); Kf- Faire Fund Ii, LLC (Financial Investments In The Faire Fund Ii, Lp; Israel); Kf- Park Street Capital Pe Fund Ix, LLC (Financial Investments In Park Street Capital Private Equity Fund; Boston, Ma); Kf- Rcg Longview Debt Fund Iv, LLC (Financial Investments In Rcg Longview Debt Fund Iv Lp; New York, NY); Lw Investors, LLC (Financial Investments In Leeds Equity Partners Iv, Lp; New York, NY); Kushner Media Ventures, LLC (Financial Investments In Thrive Capital Partners, LLC; New York, NY); Thrive Capital Partners Ii, Lp (Financial Investments; New York, NY); Thrive Capital Partners Iii, Lp (Financial Investments; New York, NY); Claremount Iv Associates Lp (Financial Investments; New York, NY)",Active, "",09/18/2017
"Jared Kushner received income from 27 different sources reported collectively as Trust #3 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #3: 30 Florham Associates, LLC (Commercial Real Estate In Florham Park, NJ); Ck Bergen Associates, LLC (Industrial Real Estate In Fairlawn &Amp; Oakland, NJ); Colts Neck Building Associates, LLC (Undeveloped Real Estate In Colts Neck, NJ); Columbia Corporate Center Development Associates, LLC (Commercial Real Estate In Florham Park, NJ); Deer Tree Building Associates, LLC (Undeveloped Real Estate In Hardyston Township, NJ); Florham Park Realty Associates, LLC (Commercial Real Estate In Florham Park, NJ); Landings At Caspian Pointe, LLC (Undeveloped Real Estate In Atlantic City, NJ); Livingston Hills Building Associates, LLC (Real Estate Under Construction In Livingston, NJ); Magnolia Building Associates, LLC (Undeveloped Assets In Pemberton, NJ); Monmouth Mall, LLC (Commercial Real Estate In Eatontown, NJ); Monmouth Mall 2, LLC (Commercial Real Estate In Eatontown, NJ); B Monmouth Mall, LLC (Commercial Real Estate In Eatontown, NJ); Route 10 Associates, LLC (Industrial Real Estate In Whippany, NJ); Sixty-Six West Associates, LLC (Commercial Real Estate In Livingston, NJ); Skyline Kushner, LLC (Residential Real Estate In Hasbrouck Heights &Amp; Lodi, NJ); The Landings At Harborside, LLC (Residential Real Estate And Undeveloped Assets In Perth Amboy, NJ); Vreeland Avenue Associates, LLC (Commercial Real Estate In Florham Park, NJ); 55 Challenger Road Associates, LLC (Commercial Real Estate In Ridgefield Park, NJ); Lindenlawn Apartment Associates, LLC (Residential Real Estate In Englewood, NJ); Merritt Associates, LLC (Residential Real Estate In Dumont, NJ); Cranbury Building Associates, LLC (Undeveloped Real Estate In Cranbury, NJ); Gallant Funding, Lp (Lending To Real Estate Developers For Real Estate Projects In New York And New Jersey); New Jersey Renewable Power, LLC (Operation Of Solar Panels; Florham Park, NJ); Kf-Centerview, LLC (Financial Investments In Centerview Capital, Lp; New York, NY); Sq Associates, LLC (Financial Investments In Square Mile Partners, Lp; New York, NY); Sqk Associates, LLC (Financial Investments In Square Mile Partners, Lp; New York, NY); Ck Livingston Esplanade, LLC (Westminster Hotel; Livingston, NJ)",Active, "",09/18/2017
"Jared Kushner received income from 42 different sources reported collectively as Trust #4 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #4: 184 Kent Associates, LLC (Residential Real Estate In Brooklyn, NY); Chatham Hill Associates, LLC (Residential Real Estate In Chatham, NJ); Elmwood V. Associates, Lp (Commercial Real Estate In Chicago, Il); Landings Apartments, LLC (Commercial Real Estate In Chicago, Il); Gellert 80 West End, LLC (Residential And Commercial Real Estate In Long Branch, NJ And Astoria, NY); Gowan Associates, LLC (Undeveloped Real Estate In Brooklyn, NY); Iroqouis Properties, Lp (Residential Real Estate In New York, NY); K 26 Journal Square, LLC (Commercial Real Estate In Jersey City, NJ); K 30 Journal Square, LLC (Commercial Real Estate In Jersey City, NJ); K Astoria, LLC (Residential Real Estate In Astoria, NY); K Stonehage Village 1 Associates, LLC (Residential Real Estate In New York, NY); Village Kf 2 Km, LLC (Residential Real Estate In New York, NY); Village Kf 4-9-10 Associates, Lp (Residential Real Estate In New York, NY); 65 Bay, LLC (F/K/A Gaia Jc, LLC) (Residential Real Estate In Jersey City, NJ); K One Journal Square, LLC (Undeveloped Real Estate In Jersey City, NJ); Kc Dumbo Hotel, LLC (Option To Purchase Commercial Real Estate In Brooklyn, NY); Kc Dumbo Office, LLC (Commercial Real Estate In Brooklyn, NY); Kf Middle River, LLC (Residential Real Estate In Middle River &Amp; Essex, Md); Kf Westwood Partner, LLC (Residential Real Estate In Westwood &Amp; River VAle, NJ); Kf-Bls Member, LLC (Residential Real Estate In Brooklyn, NY); Puck Building, Lp (Commercial Real Estate In New York, NY); Route 10 Associates, LLC (Industrial Real Estate In Whippany, NJ); State Tower Of Syracuse Associates, LLC (Residential Real Estate In Leonia, NJ); Times Square Associates, LLC (Commercial Real Estate In New York, NY); Warren At Bay Associates, LLC (Commercial Real Estate In Jersey City, NJ); Wt 25 Columbia, LLC (Real Estate Under Construction In Brooklyn, NY); 115 East 87, LLC (Contingent Right To Ownership Interest In Residential Real Estate In New York, NY); 80 Ml, LLC (Commercial Real Estate In New York, NY); Kf-Wip Co. Investors I, LLC (Industrial Real Estate In Middletown, Pa); Kkc Associates, LLC (Residential Real Estate In Kansas City, Mo); Stone 16 Associates, LLC (Residential Real Estate In New York, NY); P.V. Development, LLC (Undeveloped Real Estate In Long Branch, NJ); Flatbush 340 Lender, LLC (Loan Receivable From 9 Dekalb Owner LLC; Brooklyn, NY); Kcof-215 Moore, LLC (Loan Receivable From Heritage Equities; Brooklyn, NY); Observer Capital Sm Spv, LLC (Shares Of Corp. Stock In Source Media Holdings Inc.; New York, NY); Oc Partners, LLC (Cash; New York, NY); Bruckner P Corp. (Commercial Real Estate In New York, NY); Bruckner Plaza Center, LLC (Commercial Real Estate In New York, NY); Fifth Associates, LLC (Commercial Real Estate In New York, NY); Ck Realty Holdings, LLC (Commercial Real Estate In New York, NY And Wippany, NJ); 29 Second Avenue Realty, LLC (Residential Real Estate In New York, NY); Kff 29 Second Avenue, LLC (Residential Real Estate In New York, NY)",Active, "",09/18/2017
"Jared Kushner received income from 25 different sources reported collectively as Trust #5 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #5: Brynwood Gardens (Residential Real Estate In Old Bridge, NJ); Cherry Pines Apartments (Residential Real Estate In Elizabeth, NJ); Colonial Heights, LLC (Residential Real Estate In Parsippany, NJ); Dartmouth Village, LLC (Residential Real Estate In Parsippany, NJ); Easton North Associates, Lp (Residential Real Estate In Franklin Township, NJ); Felmore Associates (Residential Real Estate In South River, NJ); Five Acre Jv (Industrial Real Estate In Union, NJ); Kay &Amp; Arr Realty Associates (Residential Real Estate In Elizabeth, NJ); Lmp Jv (Industrial Real Estate In Edison, NJ); Lodi Phillipsburg Apartment Associates (Residential Real Estate In Lodi, NJ); Martha Bell Associates, LLC (Residential Real Estate In Elizabeth, NJ); Mt. Pleasant Jv (Commercial Real Estate In West Orange, NJ); Netcong Heights Associates, LLC (Residential Real Estate In Netcong, NJ); Oxford Arms Associates Limited Partnership (Residential Real Estate In Edison, NJ); Park Lake Village (Residential Real Estate In Parsippany, NJ); Park Lane Mobile Home Park (Residential Real Estate In Union, NJ); Pinefield Manor, LLC (Residential Real Estate In Denville, NJ); Princeton Horizon Apartments (Residential Real Estate In South Brunswick, NJ); River Edge Apartments (Residential Real Estate In Ewing, NJ); Skytop Gardens (Residential Real Estate In Sayreville, NJ); Taylor Edison Jv (Industrial Real Estate In Edison, NJ); The Pines Apartments (Residential Real Estate In Elizabeth, NJ); Tov Manor Associates, Lp (Residential Real Estate In New Brunswick, NJ); Westfield Jv (Commercial Real Estate In Westfield, NJ); Schoolhouse Jv (Commercial Real Estate In Milburn, NJ)",Active, "",09/18/2017
"Jared Kushner received income from six different sources reported collectively as Trust #6 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #6: 200 East 62Nd 25A, LLC (Residential Real Estate In New York, NY); 200 East 62Nd 25B, LLC (Residential Real Estate In New York, NY); 200 East 62Nd 26D, LLC (Residential Real Estate In New York, NY); 212 5Th 7C, LLC (Residential Real Estate In New York, NY); 212 5Th 8C, LLC (Residential Real Estate In New York, NY); 212 5Th 9C, LLC (Residential Real Estate In New York, NY)",Resolved, "This asset has been divested.",09/18/2017
"Jared Kushner received income from six different sources reported collectively as Trust #7 the year before his appointment as Pres. Trump&#39;s senior adviser. See individual trust components for source valuations, types and income generated.",Jared Kushner,"Trust #7 (See &Quot;Lincoln National Life Insurance Company, VAriable Life&Quot;)",Active, "",09/18/2017
"Jared Kushner served as Managing Member of Two Hundred Lafayette Kushner Manager, LLC (Commercial Real Estate in New York, NY) from Jan 1, 2012, to Jan 1, 2017.",Jared Kushner,"Two Hundred Lafayette Kushner Manager, LLC (Commercial Real Estate In New York, NY)",Resolved, "Because Jared Kushner has resigned his position(s) with this entity, which is not otherwise disclosed as an asset, this potential conflict of interest is marked as resolved.",09/18/2017
"Jared Kushner served as Managing Member of Two Hundred Lafayette Kushner Member, LLC (Commercial Real Estate in New York, NY) from Jan 1, 2012, to Jan 1, 2017.",Jared Kushner,"Two Hundred Lafayette Kushner Member, LLC (Commercial Real Estate In New York, NY)",Resolved, "Because Jared Kushner has resigned his position(s) with this entity, which is not otherwise disclosed as an asset, this potential conflict of interest is marked as resolved.",09/18/2017
"Jared Kushner served as Managing Member of Two Hundred Lafayette Kushner Promote, LLC (Commercial Real Estate in New York, NY) from Jan 1, 2012, to Jan 1, 2017.",Jared Kushner,"Two Hundred Lafayette Kushner Promote, LLC (Commercial Real Estate In New York, NY)",Resolved, "Because Jared Kushner has resigned his position(s) with this entity, which is not otherwise disclosed as an asset, this potential conflict of interest is marked as resolved.",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #1 (checking) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #1 (Checking)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #10 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #10 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #11 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #11 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #12 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #12 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #13 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #13 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #2 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #2 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #3 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #3 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #4 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #4 (Cash)",Active, "",09/18/2017
"Jared Kushner received None (or less than $201) in (income type not disclosed) income from U.S. bank account #5 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #5 (Cash)",Active, "",09/18/2017
"Jared Kushner received $201 - $1,000 in Interest income from U.S. bank account #6 (cash) the year before his appointment as Pres. Trump&#39;s senior adviser.",Jared Kushner,"U.S. Bank Account #6 (Cash)",Active, "",09/18/2017
